"AGS5","krs_WZ_gesamt","krs_homeoffice_WZ","krsanteil_homeoffice_WZ","krs_KldB_gesamt","krs_homeoffice_KldB","krsanteil_homeoffice_KldB"
13071,94214,49726.01171875,0.52779854075562,93068,47143.42578125,0.506548177475072
13072,68062,35136.08203125,0.516236402563104,67477,33087.47265625,0.490351862949598
13073,74763,38426.03515625,0.513971284676244,74524,36742.51171875,0.493029248547448
13074,48606,24625.7109375,0.506639323077398,48160,23554.1171875,0.489080506384967
13075,83295,43988.45703125,0.528104412404706,82047,41638.73828125,0.507498607886333
13076,66199,33474.05859375,0.505658070269188,65228,31132.298828125,0.477284277122171
14511,117749,65905.59375,0.559712555945273,117210,65900.328125,0.562241516295538
14521,115784,59682.07421875,0.515460462747444,114539,55421.63671875,0.483866951158557
14522,109875,58220.734375,0.52988154152446,109176,55405.859375,0.507491201133949
14523,82131,42728.71875,0.520250803594258,81380,40226.19921875,0.494300801410052
14524,125452,66309.0859375,0.528561409443452,125285,61426,0.490290138484256
14612,271820,158878.59375,0.584499278014863,270388,164248.171875,0.607453629136648
14625,114806,59529.9921875,0.518526838209675,114045,56989.80078125,0.499713277927572
14626,87567,46464.9296875,0.530621463422294,86626,43580.41796875,0.503087040481495
14627,90237,46446.375,0.514715416071013,89486,44551.46484375,0.49785960757828
14628,80391,41764.4765625,0.519516818580438,80096,39073.53125,0.487833740136836
14713,275597,157598.75,0.571844940256969,274761,161699.765625,0.588510616954371
14729,79319,40988.54296875,0.516755669748106,78426,38557.703125,0.491644392484635
14730,74830,37776.65234375,0.504832986018308,73917,35591.83984375,0.481510881715302
15001,33888,18517.9453125,0.54644550615262,33488,18040.03515625,0.53870147982113
15002,97839,55231.14453125,0.564510517597788,97369,57091.41796875,0.586340806301287
15003,108680,61472.7734375,0.565630966484174,107991,62597.89453125,0.579658439418563
15081,27178,13939.5830078125,0.512899514600504,27110,12923.0009765625,0.476687605184895
15082,56422,29361.806640625,0.520396417011538,55605,27188.822265625,0.488963623156641
15083,61839,31333.9296875,0.506701752736946,61209,28647.068359375,0.468020525729468
15084,59399,29914.76171875,0.503623995669119,58961,28227.375,0.47874654432591
15085,73198,37612.08203125,0.51384029660988,72066,34918.49609375,0.484534955370771
15086,28077,13936.462890625,0.496365811540585,27572,12845.560546875,0.465891503948752
15087,41855,21223.853515625,0.507080480602676,41161,19419.232421875,0.471787187431671
15088,70173,36206.19140625,0.515956157015519,69255,34025.40234375,0.491306076727312
15089,62999,32694.13671875,0.518962788595851,61807,30319.14453125,0.490545480791011
15090,35655,18460.17578125,0.517744377541719,34814,17299.322265625,0.496907056518211
15091,43523,22327.416015625,0.513002688592813,43090,20830.21875,0.483411899512648
16051,110717,63744.88671875,0.575746152070143,110495,63661.34375,0.576146827910765
16052,36803,20527.154296875,0.5577576365208,36224,20107.185546875,0.555079106307282
16053,57883,33631.16015625,0.581019645772507,57508,34208.13671875,0.594841356311296
16054,15620,8471.5732421875,0.542354240857074,15415,8298.5693359375,0.538343777874635
16055,24454,14000.3173828125,0.572516454682772,24386,14100.4130859375,0.578217546376507
16061,35871,18138.5,0.505659167572691,35500,16740.8046875,0.471571963028169
16062,29982,15569.9033203125,0.519308362361167,29412,14444.794921875,0.491119098390963
16063,63902,32923.1650390625,0.515213374214618,63613,30759.748046875,0.483544999400673
16064,35874,18710.359375,0.521557656659419,35482,17178.2734375,0.484140506101685
16065,19705,10380.640625,0.526802366150723,19311,9360.1357421875,0.484704869876625
16066,44283,22605.5859375,0.510480002201748,43737,20692.35546875,0.473108705872602
16067,50927,25837.21484375,0.507338245797907,50808,24433.16015625,0.480891988589395
16068,23592,12074.685546875,0.511812713923152,23082,10952.6474609375,0.474510331034464
16069,19092,9515.9736328125,0.498427280159884,19034,8927.36328125,0.469021922940527
16070,38250,20568.05859375,0.537727022058824,38041,19639.568359375,0.516273714134092
16071,26372,13202.3203125,0.500618850011376,25914,11926.505859375,0.460234076536814
16072,21434,10978.7275390625,0.512210858405454,21420,9752.3974609375,0.455293999110061
16073,35760,18545.119140625,0.518599528540968,35702,17683.326171875,0.495303517222424
16074,27069,13598.7431640625,0.502373311317836,27069,12796.4501953125,0.472734500547213
16075,30055,15268.0078125,0.508002256280153,29666,13994.6796875,0.471741376912964
16076,29976,15254.3759765625,0.508886308265362,29976,14452.9462890625,0.482150596779507
16077,27962,14403.7724609375,0.515119535832111,27656,13153.744140625,0.47561990673362
